"","gene_id","stitle"
"3173","LOC118544604","MCCC1"
"3174","LOC118544610","FAM204A"
"3175","LOC118544617","NMUR1"
"3176","LOC118544621","ACOXL"
"3177","LOC118544626","BCL2L11"
"3178","LOC118544667","LSM5"
"3179","LOC118544682","ECI2"
"3180","LOC118544683","HPRT1"
"3181","LOC118544684","IGHV3-23"
"3182","LOC118544703","HEATR3"
"3183","LOC118544714","ZDHHC20"
"3184","LOC118544762","CALM1"
"3185","LOC118544763","HIVEP2"
"3186","LOC118544767","PEX3"
"3187","LOC118544786","STX11"
"3188","LOC118544842","MAST4"
"3189","LOC118544848","PLXDC2"
"3190","LOC118544857","ATXN3"
"3191","LOC118544885","HELZ"
"3192","LOC118544892","ATRX"
"3193","LOC118544929","SIK2"
"3194","LOC118544944","MAP2K4"
"3195","LOC118544947","DRAM1"
"3196","LOC118544966","APIP"
"3197","LOC118544981","RASEF"
"3198","LOC118544986","GALNT2"
"3199","LOC118544994","EPSTI1"
"3200","LOC118545021","MYZAP"
"3201","LOC118545072","RBPMS"
"3202","LOC118545079","DCTN6"
"3203","LOC118545103","SIDT1"
"3204","LOC118545117","DHRSX"
"3205","LOC118545152","SUSD6"
"3206","LOC118545162","NINL"
"3207","LOC118545163","SYNJ2BP"
"3208","LOC118545182","CSTF3"
"3209","LOC118545215","TEX101"
"3210","LOC118545216","XRCC1"
"3211","LOC118545222","KCNN4"
"3212","LOC118545227","FAM120C"
"3213","LOC118545228","HNRNPA1"
"3214","LOC118545231","GRK7"
"3215","LOC118545241","FTL"
"3216","LOC118545243","ELAVL1"
"3217","LOC118545252","PDIA5"
"3218","LOC118545258","PARP14"
"3219","LOC118545295","PFKFB1"
"3220","LOC118545310","TMEM59"
"3221","LOC118545313","HSP90AB1"
"3222","LOC118545322","CDK8"
"3223","LOC118545359","ERI3"
"3224","LOC118545361","OFD1"
"3225","LOC118545367","ST3GAL3"
"3226","LOC118545369","BTF3"
"3227","LOC118545381","SLC14A1"
"3228","LOC118545393","NSA2"
"3229","LOC118545408","HEXB"
"3230","LOC118545409","KPNB1"
"3231","LOC118545426","CCR3"
"3232","LOC118545427","APOOL"
"3233","LOC118545429","CCR5"
"3234","LOC118545455","NRADD"
"3235","LOC118545457","KLHL18"
"3236","LOC118545459","KIF9"
"3237","LOC118545462","LRCH1"
"3238","LOC118545468","GIMAP1"
"3239","LOC118545470","GIMAP1"
"3240","LOC118545474","CUTA"
"3241","LOC118545504","TTLL11"
"3242","LOC118545520","TIMM9"
"3243","LOC118545530","RABGAP1"
"3244","LOC118545531","ZBTB26"
"3245","LOC118545534","RABGAP1"
"3246","LOC118545545","RPL27A"
"3247","LOC118545572","MAPRE1"
"3248","LOC118545605","AUH"
"3249","LOC118545611","IL1RAP"
"3250","LOC118545620","TRAPPC2"
"3251","LOC118545631","THAP12"
"3252","LOC118545646","PIGZ"
"3253","LOC118545651","MX1"
"3254","LOC118545654","PGA4"
"3255","LOC118545691","TIMM17A"
"3256","LOC118545692","KCNJ12"
"3257","LOC118545706","BICRAL"
"3258","LOC118545708","STK40"
"3259","LOC118545714","AGO1"
"3260","LOC118545717","FTH1"
"3261","LOC118545718","AGO4"
"3262","LOC118545739","MINPP1"
"3263","LOC118545740","BTNL1"
"3264","LOC118545741","BTNL1"
"3265","LOC118545747","SURF1"
"3266","LOC118545764","HSPA1A"
"3267","LOC118545766","HSPA1A"
"3268","LOC118545767","HSPA1A"
"3269","LOC118545786","LY6G6F"
"3270","LOC118545787","Ly6g6e"
"3271","LOC118545802","MED22"
"3272","LOC118545811","SNORD83"
"3273","LOC118545816","RPL19"
"3274","LOC118545824","FCF1"
"3275","LOC118545826","ZHX2"
"3276","LOC118545867","GOLGA5"
"3277","LOC118545877","FAF1"
"3278","LOC118545878","PDZD11"
"3279","LOC118545882","LRRC37A3"
"3280","LOC118545885","PLS3"
"3281","LOC118545902","RPS8"
"3282","LOC118545904","RPS8"
"3283","LOC118545907","RPS8"
"3284","LOC118545910","GARRE1"
"3285","LOC118545918","NME1"
"3286","LOC118545926","ZNF181"
"3287","LOC118545939","GRAMD1A"
"3288","LOC118545954","FAM187B"
"3289","LOC118545977","FBXL7"
"3290","LOC118545979","ANKH"
"3291","LOC118545984","RPL23A"
"3292","LOC118545995","FLVCR2"
"3293","LOC118546028","COA6"
"3294","LOC118546069","TMPRSS6"
"3295","LOC118546129","CEP295"
"3296","LOC118546133","RPL7A"
"3297","LOC118546137","METTL14"
"3298","LOC118546150","EPS8L1"
"3299","LOC118546191","CBX3"
"3300","LOC118546196","LDHA"
"3301","LOC118546203","SSX2IP"
"3302","LOC118546205","CTBS"
"3303","LOC118546216","LRRC4C"
"3304","LOC118546225","RENBP"
"3305","LOC118546241","JPT2"
"3306","LOC118546257","MINDY2"
"3307","LOC118546282","SLC35F4"
"3308","LOC118546294","AP5M1"
"3309","LOC118546300","PCNP"
"3310","LOC118546301","FTL"
"3311","LOC118546331","PIGN"
"3312","LOC118546349","TSR2"
"3313","LOC118546351","RPL9"
"3314","LOC118546352","WDR12"
"3315","LOC118546362","PIK3CG"
"3316","LOC118546364","DENND1B"
"3317","LOC118546375","SEC23A"
"3318","LOC118546379","YTHDC1"
"3319","LOC118546392","APOO"
"3320","LOC118546403","HNRNPA1"
"3321","LOC118546417","ZNF280C"
"3322","LOC118546455","PRMT7"
"3323","LOC118546456","PRMT7"
"3324","LOC118546475","NID2"
"3325","LOC118546480","TXNDC16"
"3326","LOC118546488","HSDL2"
"3327","LOC118546496","PFKFB1"
"3328","LOC118546503","HSD17B4"
"3329","LOC118546509","PSMC2"
"3330","LOC118546524","SLC7A3"
"3331","LOC118546527","SLC7A3"
"3332","LOC118546541","MSL3"
"3333","LOC118546543","FAM214A"
"3334","LOC118546549","GNG5"
"3335","LOC118546555","LARP7"
"3336","LOC118546603","NCOA2"
"3337","LOC118546606","RPL7"
"3338","LOC118546610","RPL30"
"3339","LOC118546612","LACTB2"
"3340","LOC118546618","RPS6"
"3341","LOC118546622","DENND3"
"3342","LOC118546636","FMR1"
"3343","LOC118546639","CST3"
"3344","LOC118546640","PIGB"
"3345","LOC118546658","ATXN3"
"3346","LOC118546665","TRIP"
"3347","LOC118546671","IP6K1"
"3348","LOC118546680","VMP1"
"3349","LOC118546683","RSL24D1"
"3350","LOC118546697","HJURP"
"3351","LOC118546703","BRWD3"
"3352","LOC118546722","CACHD1"
"3353","LOC118546735","DNAJC19"
"3354","LOC118546736","PTMA"
"3355","LOC118546747","RAE1"
"3356","LOC118546749","IGLV1-40"
"3357","LOC118546750","PIGP"
"3358","LOC118546753","FAM122B"
"3359","LOC118546780","KIAA1143"
"3360","LOC118546791","ARID4B"
"3361","LOC118546795","COL24A1"
"3362","LOC118546804","GIN1"
"3363","LOC118546810","TATDN3"
"3364","LOC118546814","GAPDH"
"3365","LOC118546817","SLC35B4"
"3366","LOC118546870","GSTM3"
"3367","LOC118546874","RAB5IF"
"3368","LOC118546896","SLC25A24"
"3369","LOC118546901","PLPBP"
"3370","LOC118546910","CLCC1"
"3371","LOC118546911","GAPDH"
"3372","LOC118546914","STXBP3"
"3373","LOC118546931","APMAP"
"3374","LOC118546933","RPS25"
"3375","LOC118546934","ECHS1"
"3376","LOC118546941","ABHD12"
"3377","LOC118546945","NANP"
"3378","LOC118546954","SLC22A1"
"3379","LOC118546962","WTAP"
"3380","LOC118546964","HACD1"
"3381","LOC118546968","TAGAP"
"3382","LOC118546969","MTIF2"
"3383","LOC118546970","RSPH3"
"3384","LOC118546986","GTF2IRD2"
"3385","LOC118546997","SP140"
"3386","LOC118546998","SP110"
"3387","LOC118546999","SP100"
"3388","LOC118547000","ALKBH1"
"3389","LOC118547004","SP140L"
"3390","LOC118547035","PTPN11"
"3391","LOC118547041","CCDC22"
"3392","LOC118547076","CYB5R3"
"3393","LOC118547077","EFR3B"
"3394","LOC118547081","DNMT3A"
"3395","LOC118547120","SYCE1"
"3396","LOC118547129","RAB3IP"
"3397","LOC118547176","NDUFA3"
"3398","LOC118547177","THA2"
"3399","LOC118547192","SLC2A9"
"3400","LOC118547193","SLC2A9"
"3401","LOC118547201","CD2AP"
"3402","LOC118547207","ZXDB"
"3403","LOC118547222","LTA"
"3404","LOC118547237","OSBP"
"3405","LOC118547239","TCN1"
"3406","LOC118547241","NEMF"
"3407","LOC118547251","MS4A2"
"3408","LOC118547252","MS4A2"
"3409","LOC118547254","MS4A6A"
"3410","LOC118547260","SEC61G"
"3411","LOC118547282","TCN1"
"3412","LOC118547333","COA5"
"3413","LOC118547338","RPS3A"
"3414","LOC118547348","MRPL30"
"3415","LOC118547386","ZNF709"
"3416","LOC118547395","LAGE3"
"3417","LOC118547397","TNPO2"
"3418","LOC118547406","GATA1"
"3419","LOC118547420","MTIF2"
"3420","LOC118547444","IL7"
"3421","LOC118547468","HERC1"
"3422","LOC118547483","PFKFB1"
"3423","LOC118547489","ATE1"
"3424","LOC118547493","ZKSCAN8"
"3425","LOC118547512","ZSCAN16"
"3426","LOC118547513","TCAIM"
"3427","LOC118547517","USP9X"
"3428","LOC118547519","PLOD2"
"3429","LOC118547525","DENND5B"
"3430","LOC118547546","NPM1"
"3431","LOC118547560","POLE"
"3432","LOC118547567","ERVK13-1"
"3433","LOC118547569","UB"
"3434","LOC118547602","RPL10"
"3435","LOC118547622","UBL5"
"3436","LOC118547642","RND3"
"3437","LOC118547654","TECPR2"
"3438","LOC118547655","GTF3C6"
"3439","LOC118547677","BACH1"
"3440","LOC118547689","LTN1"
"3441","LOC118547710","UBD"
"3442","LOC118547722","KDM7A"
"3443","LOC118547765","PSME4"
"3444","LOC118547776","NKIRAS1"
"3445","LOC118547783","UBE2E1"
"3446","LOC118547795","NIPSNAP3A"
"3447","LOC118547831","PTPN21"
"3448","LOC118547832","EML5"
"3449","LOC118547839","SRGN"
"3450","LOC118547840","MYLK"
"3451","LOC118547855","PPP2R5C"
"3452","LOC118547866","RRP5"
"3453","LOC118547876","BORCS7"
"3454","LOC118547907","EIF1"
"3455","LOC118547909","EIF1"
"3456","LOC118547937","SMC1A"
"3457","LOC118547947","PLCE1"
"3458","LOC118547978","NUP153"
"3459","LOC118547988","COX17"
"3460","LOC118548038","SNRPN"
"3461","LOC118548083","ALKBH1"
"3462","LOC118548087","ZFC3H1"
"3463","LOC118548094","ZNF182"
"3464","LOC118548101","ZNF720"
"3465","LOC118548103","ZNF708"
"3466","LOC118548104","ZNF420"
"3467","LOC118548111","POLA1"
"3468","LOC118548171","HLA-DRA"
"3469","LOC118548172","BTNL1"
"3470","LOC118548206","SAR1B"
"3471","LOC118548210","HPRT1"
"3472","LOC118548217","ARHGAP24"
"3473","LOC118548233","MIGA2"
"3474","LOC118548244","YY2"
"3475","LOC118548336","ANTXRL"
"3476","LOC118548360","NUMB"
"3477","LOC118548377","ZNF391"
"3478","LOC118548385","ERVV-2"
"3479","LOC118548390","H1-3"
"3480","LOC118548393","H1-4"
"3481","LOC118548402","H3C1"
"3482","LOC118548405","KLHL5"
"3483","LOC118548407","H2AC6"
"3484","LOC118548409","H2AC4"
"3485","LOC118548416","H2BC1"
"3486","LOC118548419","H2BC14"
"3487","LOC118548421","H1-6"
"3488","LOC118548431","H4C1"
"3489","LOC118548442","TMEM156"
"3490","LOC118548522","HUWE1"
"3491","LOC118548544","IFTAP"
"3492","LOC118548562","PRKCH"
"3493","LOC118548598","POR"
"3494","LOC118548615","TMSB10"
"3495","LOC118548640","LIMK1"
"3496","LOC118548650","GTF2IRD2"
"3497","LOC118548659","SCARNA20"
"3498","LOC118548673","MMACHC"
"3499","LOC118548680","CENPVL3"
"3500","LOC118548687","CELF2"
"3501","LOC118548691","GYPA"
"3502","LOC118548717","PTTG1IP"
"3503","LOC118548723","ATP7A"
"3504","LOC118548742","LYNX1"
"3505","LOC118548751","GAPVD1"
"3506","LOC118548798","HPRT1"
"3507","LOC118548820","KLRG1"
"3508","LOC118548851","TXNIP"
"3509","LOC118548905","RPS8"
"3510","LOC118548911","MINPP1"
"3511","LOC118548912","RPL32"
"3512","LOC118548936","MINPP1"
"3513","LOC118548939","ETNK1"
"3514","LOC118548971","ATP5PD"
"3515","LOC118549006","VWA3A"
"3516","LOC118549007","UQCRC2"
"3517","LOC118549013","ENTREP2"
"3518","LOC118549035","PVALEF"
"3519","LOC118549037","RPTOR"
"3520","LOC118549093","CYP51A1"
"3521","LOC118549107","SLC9A9"
"3522","LOC118549109","U2SURP"
"3523","LOC118549116","NARS2"
"3524","LOC118549120","MAB21L3"
"3525","LOC118549122","MAB21L3"
"3526","LOC118549163","LNPEP"
"3527","LOC118549180","CLNS1A"
"3528","LOC118549201","ALKBH1"
"3529","LOC118549239","SLC9B2"
"3530","LOC118549254","GAPDH"
"3531","LOC118549276","LDHB"
"3532","LOC118549282","RBM22"
"3533","LOC118549290","BTBD6"
"3534","LOC118549297","LAT2"
"3535","LOC118549310","SNX4"
"3536","LOC118549326","TLE5"
"3537","LOC118549340","BCCIP"
"3538","LOC118549387","PHF2"
"3539","LOC118549397","SBF1"
"3540","LOC118549408","HDAC10"
"3541","LOC118549418","TMEM230"
"3542","LOC118549425","ZBTB42"
"3543","LOC118549440","ATP6V1G1"
"3544","LOC118549456","PBLD"
"3545","LOC118549478","PSMB4"
"3546","LOC118549505","ZNF22"
"3547","LOC118549511","ALOX5"
"3548","LOC118549517","SEC24A"
"3549","LOC118549525","VWA5A"
"3550","LOC118549536","IDS"
"3551","LOC118549544","MYLIP"
"3552","LOC118549571","FKRP"
"3553","LOC118549589","BBC3"
"3554","LOC118549611","RNF10"
"3555","LOC118549627","CTNNA3"
"3556","LOC118549640","ANXA7"
"3557","LOC118549649","FRMD4A"
"3558","LOC118549652","TCFL5"
"3559","LOC118549666","ZNF211"
"3560","LOC118549667","ZNF256"
"3561","LOC118549669","ZNF814"
"3562","LOC118549675","CHRNA10"
"3563","LOC118549699","MSANTD7"
"3564","LOC118549706","NFKBIZ"
"3565","LOC118549754","TGFBI"
"3566","LOC118549760","MACROH2A1"
"3567","LOC118549773","RNU6-1"
"3568","LOC118549784","CCNB3"
"3569","LOC118549801","RASSF3"
"3570","LOC118549841","PROX2"
"3571","LOC118549851","MYO1D"
"3572","LOC118549893","MIA2"
"3573","LOC118549917","ZNF444"
"3574","LOC118549918","ZNF787"
"3575","LOC118549944","CUL4B"
"3576","LOC118549954","GCC2"
"3577","LOC118549958","CTPS2"
"3578","LOC118549960","CTI"
"3579","LOC118549976","STK4"
"3580","LOC118550013","CHD8"
"3581","LOC118550023","TRAV8-4"
"3582","LOC118550030","DHRS4"
"3583","LOC118550039","PAFAH2"
"3584","LOC118550049","AUNIP"
"3585","LOC118550053","MDP1"
"3586","LOC118550065","NFATC4"
"3587","LOC118550071","CTSG"
"3588","LOC118550072","GZMB"
"3589","LOC118550073","GZMH"
"3590","LOC118550078","MYH7"
"3591","LOC118550100","ZFHX2"
"3592","LOC118550108","TRAC"
"3593","LOC118550113","TRDC"
"3594","LOC118550120","TRAV13-1"
"3595","LOC118550121","TRAV13-1"
"3596","LOC118550122","TRAV8-6"
"3597","LOC118550133","TRAV5"
"3598","LOC118550150","CLEC2L"
"3599","LOC118550175","KDM6A"
"3600","LOC118550189","NFATC3"
"3601","LOC118550225","TMEM50A"
"3602","LOC118550231","HUS1B"
"3603","LOC118550247","LRRC29"
"3604","LOC118550263","CKLF"
"3605","LOC118550290","SNX9"
"3606","LOC118550347","AHSP"
"3607","LOC118550424","ZNF74"
"3608","LOC118550432","DMAC2"
"3609","LOC118550442","SLC66A1"
"3610","LOC118550489","NBAS"
"3611","LOC118550492","CP"
"3612","LOC118550495","BAK1"
"3613","LOC118550511","GOLGA5"
"3614","LOC118550514","RPL15"
"3615","LOC118550526","PON3"
"3616","LOC118550528","PON2"
"3617","LOC118550545","UQCC2"
"3618","LOC118550553","COX6A1"
"3619","LOC118550561","MLN"
"3620","LOC118550567","SMIM29"
"3621","LOC118550588","JKAMP"
"3622","LOC118550599","IGHV3-23"
"3623","LOC118550606","MINPP1"
"3624","LOC118550616","IGHV3-23"
"3625","LOC118550618","IGHV3-23"
"3626","LOC118550634","IGLV1-40"
"3627","LOC118550635","IGLV1-40"
"3628","LOC118550639","IGLV5-37"
"3629","LOC118550641","IGLV1-40"
"3630","LOC118550649","MIA2"
"3631","LOC118550666","RBMX"
"3632","LOC118550668","ZNF75D"
"3633","LOC118550678","CEACAM6"
"3634","LOC118550707","ARRDC5"
"3635","LOC118550742","MAP2K2"
"3636","LOC118550770","SMIM24"
"3637","LOC118550806","HELZ"
"3638","LOC118550831","TACO1"
"3639","LOC118550834","DDX42"
"3640","LOC118550835","MAP3K3"
"3641","LOC118550840","CYB561"
"3642","LOC118550853","TLK2"
"3643","LOC118550868","TEX2"
"3644","LOC118550869","PECAM1"
"3645","LOC118550880","WC1.1"
"3646","LOC118550882","ERCC5"
"3647","LOC118550929","PHLDB1"
"3648","LOC118550991","CLEC4D"
"3649","LOC118551002","SLC25A43"
"3650","LOC118551006","CLEC4A"
"3651","LOC118551017","ZNF280D"
"3652","LOC118551025","BANF1"
"3653","LOC118551031","CECR2"
"3654","LOC118551036","BCL2L13"
"3655","LOC118551047","FOXK1"
"3656","LOC118551093","LEO1"
"3657","LOC118551098","LEO1"
"3658","LOC118551115","PTGER3"
"3659","LOC118551135","TATDN1"
"3660","LOC118551136","DNAJC6"
"3661","LOC118551204","SCLT1"
"3662","LOC118551219","GPR82"
"3663","LOC118551221","RPL34"
"3664","LOC118551227","ANXA2"
"3665","LOC118551236","PFKFB1"
"3666","LOC118551243","RPS27"
"3667","LOC118551247","RNF135"
"3668","LOC118551255","ZNF207"
"3669","LOC118551259","ERO1B"
"3670","LOC118551263","UPF3B"
"3671","LOC118551285","MAGT1"
"3672","LOC118551300","ZNF407"
"3673","LOC118551304","ZNF407"
"3674","LOC118551336","NUP214"
"3675","LOC118551367","NACA"
"3676","LOC118551369","GOLGA5"
"3677","LOC118551382","NR3C2"
"3678","LOC118551402","TCEAL4"
"3679","LOC118551410","ATP5F1B"
"3680","LOC118551424","ATXN3"
"3681","LOC118551426","CPSF2"
"3682","LOC118551430","SVIP"
"3683","LOC118551440","ATP6V0A1"
"3684","LOC118551443","HNRNPA1"
"3685","LOC118551452","NDUFA3"
"3686","LOC118551464","IFT80"
"3687","LOC118551466","TRIM59"
"3688","LOC118551486","LSM5"
"3689","LOC118551501","RGN"
"3690","LOC118551509","ZBTB1"
"3691","LOC118551563","ST3GAL5"
"3692","LOC118551575","RAD51B"
"3693","LOC118551576","RAD51B"
"3694","LOC118551579","RAD51B"
"3695","LOC118551590","TRGC2"
"3696","LOC118551592","TRGC1"
"3697","LOC118551602","MYG1"
"3698","LOC118551607","RABGAP1L"
"3699","LOC118551611","BRK1"
"3700","LOC118551614","CWC27"
"3701","LOC118551618","ZNF501"
"3702","LOC118551620","ZNF596"
"3703","LOC118551625","ST13"
"3704","LOC118551631","PCM1"
"3705","LOC118551641","TDRP"
"3706","LOC118551653","RABGAP1L"
"3707","LOC118551672","HAT1"
"3708","LOC118551683","GPR35"
"3709","LOC118551686","CAPN10"
"3710","LOC118551701","AQP12B"
"3711","LOC118551702","GPR35"
"3712","LOC118551723","ACRBP"
"3713","LOC118551738","DYNC2H1"
"3714","LOC118551740","AIG1"
"3715","LOC118551754","EDC3"
"3716","LOC118551785","SUGT1"
"3717","LOC118551795","ACOT4"
"3718","LOC118551803","SLC27A4"
"3719","LOC118551804","ACOT1"
"3720","LOC118551811","DOCK7"
"3721","LOC118551819","NOX4"
"3722","LOC118551822","GAB3"
"3723","LOC118551825","ATP11C"
"3724","LOC118551846","TVP23B"
"3725","LOC118551866","ANG"
"3726","LOC118551867","MFF"
"3727","LOC118551873","RNASE10"
"3728","LOC118551878","OSGEP"
"3729","LOC118551879","PNP"
"3730","LOC118551952","GARS1"
"3731","LOC118551979","RPS27A"
"3732","LOC118551995","EXOC6B"
"3733","LOC118551996","RPF2"
"3734","LOC118552001","ARL8B"
"3735","LOC118552035","SLAMF9"
"3736","LOC118552036","ATP5PF"
"3737","LOC118552076","MFSD9"
"3738","LOC118552080","HMGN2"
"3739","LOC118552090","SEC62"
"3740","LOC118552094","TMCO1"
"3741","LOC118552107","CDC42"
"3742","LOC118552120","RNF2"
"3743","LOC118552125","KLHL14"
"3744","LOC118552137","ZNF683"
"3745","LOC118552149","FKBP3"
"3746","LOC118552157","CA5B"
"3747","LOC118552199","LY75"
"3748","LOC118552203","MARCHF7"
"3749","LOC118552204","HLA-DOB"
"3750","LOC118552205","HLA-DQB1"
"3751","LOC118552206","HLA-DQA1"
"3752","LOC118552223","GDI2"
"3753","LOC118552230","NFAM1"
"3754","LOC118552238","SNCA"
"3755","LOC118552244","PHYHD1"
"3756","LOC118552247","KLHL14"
"3757","LOC118552248","GBP6"
"3758","LOC118552258","GARRE1"
"3759","LOC118552261","LRRC8C"
"3760","LOC118552270","KRT8"
"3761","LOC118552271","GAPDH"
"3762","LOC118552274","GNG10"
"3763","LOC118552277","RPRM"
"3764","LOC118552278","RPL7A"
"3765","LOC118552295","RPL18A"
"3766","LOC118552318","QTRT2"
"3767","LOC118552328","EIF2A"
"3768","LOC118552329","HESX1"
"3769","LOC118552331","BHLHB9"
"3770","LOC118552335","MLLT11"
"3771","LOC118552365","FBXL14"
"3772","LOC118552386","RIIAD1"
"3773","LOC118552387","THEM4"
"3774","LOC118552388","THEM4"
"3775","LOC118552393","NDUFAF4"
"3776","LOC118552397","AP1S2"
"3777","LOC118552435","STK39"
"3778","LOC118552441","GOLGA5"
"3779","LOC118552449","TUBGCP5"
"3780","LOC118552465","SNRPF"
"3781","LOC118552490","SMYD3"
"3782","LOC118552494","CDC73"
"3783","LOC118552501","SETD1A"
"3784","LOC118552514","PYCARD"
"3785","LOC118552522","NBDY"
"3786","LOC118552523","MACF1"
"3787","LOC118552532","MYCBP"
"3788","LOC118552534","RHBDL2"
"3789","LOC118552568","YEATS4"
"3790","LOC118552574","PDCL3"
"3791","LOC118552582","TEX13D"
"3792","LOC118552599","SUB1"
"3793","LOC118552604","DPY30"
"3794","LOC118552605","GALNT5"
"3795","LOC118552616","LCLAT1"
"3796","LOC118552623","CBX1"
"3797","LOC118552626","GTF2A2"
"3798","LOC118552631","H2BU1"
"3799","LOC118552640","PFDN4"
"3800","LOC118552672","CSF2RA"
"3801","LOC118552682","VKORC1"
"3802","LOC118552695","PCNP"
"3803","LOC118552709","KBTBD6"
"3804","LOC118552713","WTIP"
"3805","LOC118552714","CYP2R1"
"3806","LOC118552716","TMSB4X"
"3807","LOC118552719","OBI1"
"3808","LOC118552721","CD101"
"3809","LOC118552724","HUWE1"
"3810","LOC118552734","JPT2"
"3811","LOC118552735","PTCHD3"
"3812","LOC118552742","SERF2"
"3813","LOC118552746","NOL4"
"3814","LOC118552750","CALM1"
"3815","LOC118552752","CALM1"
"3816","LOC118552762","RHOG"
"3817","LOC118552771","LRTOMT"
"3818","LOC118552772","LRRC51"
"3819","LOC118552774","IL18BP"
"3820","LOC118552785","FOLR3"
"3821","LOC118552787","FOLR2"
"3822","LOC118552789","CLPB"
"3823","LOC118552809","P2RY6"
"3824","LOC118552820","RPL18A"
"3825","LOC118552822","COA4"
"3826","LOC118552824","TRIAP1"
"3827","LOC118552826","DNAJA1"
"3828","LOC118552832","MINPP1"
"3829","LOC118552847","FOXJ3"
"3830","LOC118552848","SRRM3"
"3831","LOC118552865","PHF6"
"3832","LOC118552866","RPL15"
"3833","LOC118552867","ZNF639"
"3834","LOC118552878","PPAN"
"3835","LOC118552898","ZNF559"
"3836","LOC118552901","ZNF559"
"3837","LOC118552906","ZNF699"
"3838","LOC118552911","F8A1"
"3839","LOC118552913","ATP5F1C"
"3840","LOC118552941","TRIP11"
"3841","LOC118552952","GAS8"
"3842","LOC118552959","SPIRE2"
"3843","LOC118552970","CDK10"
"3844","LOC118552979","SPG7"
"3845","LOC118553001","CYBA"
"3846","LOC118553004","GAS8"
"3847","LOC118553005","RPL13"
"3848","LOC118553009","TXNL4A"
"3849","LOC118553010","grhprb"
"3850","LOC118553011","RPS15A"
"3851","LOC118553015","PDIA5"
"3852","LOC118553018","HEATR3"
"3853","LOC118553020","SEC22A"
"3854","LOC118553041","CYP2U1"
"3855","LOC118553061","CALM1"
"3856","LOC118553062","ACAD8"
"3857","LOC118553067","ALOX5"
"3858","LOC118553076","SLC35A4"
"3859","LOC118553095","HYPK"
"3860","LOC118553115","TSNAX"
"3861","LOC118553122","FHIT"
"3862","LOC118553123","ZNF573"
"3863","LOC118553129","ZNF527"
"3864","LOC118553134","ZNF345"
"3865","LOC118553139","ZFP30"
"3866","LOC118553159","BAALC"
"3867","LOC118553183","WDFY3"
"3868","LOC118553187","DIAPH2"
"3869","LOC118553192","PHKB"
"3870","LOC118553204","KDM5C"
"3871","LOC118553237","TRMT112"
"3872","LOC118553246","AKAP5"
"3873","LOC118553258","RPL21"
"3874","LOC118553283","SP110"
"3875","LOC118553293","NUCB2"
"3876","LOC118553299","AFAP1"
"3877","LOC118553303","EXT1"
"3878","LOC118553305","EXT1"
"3879","LOC118553310","EXT1"
"3880","LOC118553323","TRPS1"
"3881","LOC118553324","TRPS1"
"3882","LOC118553325","TRPS1"
"3883","LOC118553327","HNRNPA1"
"3884","LOC118553332","STK10"
"3885","LOC118553363","CPEB4"
"3886","LOC118553367","TMEM135"
"3887","LOC118553368","ALKBH1"
"3888","LOC118553380","FRMD4B"
"3889","LOC118553383","BTF3"
"3890","LOC118553387","TRIM39"
"3891","LOC118553402","DHX16"
"3892","LOC118553409","SULT1C1"
"3893","LOC118553411","NRM"
"3894","LOC118553414","DDR1"
"3895","LOC118553418","TWF1"
"3896","LOC118553435","CCL22"
"3897","LOC118553442","KIF20B"
"3898","LOC118553463","KPNA2"
"3899","LOC118553467","ZNF133"
"3900","LOC118553468","TRAPPC2"
"3901","LOC118553471","PET117"
"3902","LOC118553491","PNP"
"3903","LOC118553494","STAG1"
"3904","LOC118553505","RPL23A"
"3905","LOC118553506","POLR2D"
"3906","LOC118553514","RPS26"
"3907","LOC118553517","CLPB"
"3908","LOC118553521","TRAT1"
"3909","LOC118553526","TNRC6C"
"3910","LOC118553534","ROR2"
"3911","LOC118553550","RPS7"
"3912","LOC118553579","FAM204A"
"3913","LOC118553602","SNX18"
"3914","LOC118553608","KHSRP"
"3915","LOC118553615","CLPP"
"3916","LOC118553619","PSPN"
"3917","LOC118553647","GLRX3"
"3918","LOC118553661","PAICS"
"3919","LOC118553663","KIAA1211"
"3920","LOC118553673","SRD5A3"
"3921","LOC118553692","SLIT2"
"3922","LOC118553699","THOC5"
"3923","LOC118553714","AKAP7"
"3924","LOC118553718","CETN2"
"3925","LOC118553723","RPL23A"
"3926","LOC118553742","RPS12"
"3927","LOC118553798","RPL29"
"3928","LOC118553812","BCAS3"
"3929","LOC118553818","NUSAP1"
"3930","LOC118553828","ARFGEF2"
"3931","LOC118553845","GCNT7"
"3932","LOC118553849","FAM209A"
"3933","LOC118553866","RPL9"
"3934","LOC118553872","BEAN1"
"3935","LOC118553878","USP45"
"3936","LOC118553888","BCDIN3D"
"3937","LOC118553902","TROAP"
"3938","LOC118553904","TUBA1A"
"3939","LOC118553905","TUBA1C"
"3940","LOC118553939","HNRNPDL"
"3941","LOC118553957","TIMM8B"
"3942","LOC118553963","CHD1L"
"3943","LOC118553965","RGMB"
"3944","LOC118553972","VPS13D"
"3945","LOC118554000","MICU2"
"3946","LOC118554009","SF3B4"
"3947","LOC118554013","KLRK1"
"3948","LOC118554015","ITPRIP"
"3949","LOC118554018","RAPGEF6"
"3950","LOC118554021","RAPGEF6"
"3951","LOC118554024","EZH2"
"3952","LOC118554031","HESX1"
"3953","LOC118554037","PLAC8"
